AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
4298.418262897811,4005.510076466866,4257.1954209506175,4129.017828208106,4337.784813249038,4602.030085179456,4091.441591766822,4611.552456296658,4197.340023114153,4225.720389733115,4198.168700191923,4269.872566546827,4608.996476281897,4356.086278683252,0.0
4297.2692834080535,4005.8008828747966,4255.857952245172,4129.310373762973,4339.221421311606,4603.203655772136,4090.2925612167687,4611.101813885328,4197.478933836685,4225.227721390716,4196.603839515256,4268.513835430687,4607.984831601438,4354.877308802707,0.0
4296.997868174506,4006.433211983011,4255.64476333452,4129.9811792719565,4340.697164451599,4604.401133106984,4089.456305691882,4611.187203447988,4198.088807039295,4225.301144701275,4195.922143832222,4268.162776759268,4607.85651769257,4354.69962474104,0.0
4297.642868456419,4007.357857165797,4256.580400579519,4130.99751893905,4342.108905997319,4605.578735087705,4089.0310347975155,4611.818508955222,4199.150311094216,4225.992551898386,4196.21294544089,4268.863891084478,4608.714185402386,4355.592391836859,0.0
4299.134808238571,4008.4882368115955,4258.552648474127,4132.282478064945,4343.364068319766,4606.6874714618225,4089.0601316293137,4612.949746962856,4200.5904811456485,4227.276318130705,4197.457721043271,4270.540245405852,4610.543406539554,4357.466917296273,0.0
4301.304446552597,4009.712717473235,4261.328373512325,4133.725541015193,4344.38949649888,4607.676886214732,4089.5264801077733,4614.481570324944,4202.288994800674,4229.049294195487,4199.530712584928,4273.003570227923,4613.210927470021,4360.115390453138,0.0
4303.905063865862,4010.9104346746885,4264.586013864809,4135.197991409943,4345.137219843675,4608.499541507955,4090.3554035866146,4616.270797706514,4204.091451763388,4231.141960780642,4202.213665165108,4275.979232143483,4616.479310651278,4363.236131416499,0.0
4306.645108530106,4011.9679443955906,4267.959939966547,4136.570705744631,4345.586559893061,4609.115581844619,4091.425593168229,4618.14581273973,4205.827813328167,4233.339207972648,4205.222717460458,4279.142563676737,4620.035986248029,4366.471804151447,0.0
4309.226387082074,4012.7940201866704,4271.0902049835195,4137.731629385784,4345.742650386925,4609.496701747702,4092.5862431581113,4619.92587764101,4207.333427062694,4235.407767178953,4208.24376421339,4282.16140360409,4623.5326452328345,4369.455191530014,0.0
4311.382296290794,4013.3303580349884,4273.670485803338,4138.600365558949,4345.632007215449,4609.628960757033,4093.6777689954865,4621.441914263426,4208.469748042401,4237.126370454957,4210.971451532425,4284.738851595546,4626.6294405349,4371.8560985042795,0.0
4312.910750536319,4013.5567567893368,4275.487375910516,4139.137836336615,4345.296212365126,4609.514109025094,4094.5530700517406,4622.556158965724,4209.141975943651,4238.314369753484,4213.146520711158,4286.650285991399,4629.037831055577,4373.422877530685,0.0
4313.697395642278,4013.490340289436,4276.445555547186,4139.349784221989,4344.7849823462575,4609.16934808811,4095.096351469429,4623.178281150625,4209.311299346391,4238.854839433117,4214.5865294360165,4287.769607875411,4630.556178905721,4374.012940771058,0.0
4313.72624231874,4013.1793885586635,4276.575506967385,4139.28383228592,4344.149849025014,4608.625693316822,4095.23699810761,4623.276015760042,4209.000177368074,4238.709037318858,4215.205982353641,4288.081302408728,4631.093328119506,4373.608279839406,0.0
4313.076739403819,4012.693173354577,4276.023028988882,4139.020758541737,4343.439409072783,4607.925277540849,4094.9568017874776,4622.879023737962,4208.289981342257,4237.920364920635,4215.0234315437065,4287.676991954295,4630.677165461304,4372.314190070155,0.0
4311.90824358298,4012.10971742512,4275.022445813172,4138.6614294736255,4342.696662251004,4607.1180126679765,4094.2898429291836,4622.075481052619,4207.311255293819,4236.607450997739,4214.154930031231,4286.737378480323,4629.4473140743585,4370.341762179848,0.0
4310.43454476856,4011.50355254969,4273.857714748575,4138.311375330727,4341.958454464653,4606.25800821551,4093.315366369002,4621.001726721233,4206.227735221439,4234.94747263429,4212.795075863888,4285.502509429197,4627.633318607215,4367.97691675423,0.0
4308.892345525012,4010.935346757018,4272.8172903839295,4138.065218478969,4341.256575689437,4605.400057029167,4092.1449235619525,4619.826096633849,4205.2160101772,4233.152123903786,4211.188515129276,4284.234864652475,4625.521631680971,4365.54051066727,0.0
4307.508223385145,4010.4447781322683,4272.149377624102,4137.993077324918,4340.619730609703,4604.596378545533,4090.905761615726,4618.728758262935,4204.443243447978,4231.439578462607,4209.595965199779,4283.1806435035,4623.416142245726,4363.345112967164,0.0
4306.468579073815,4010.0473680901514,4272.024013898324,4138.130698605321,4340.075465056398,4603.893700857883,4089.7228459239536,4617.8798697774355,4204.045644762688,4230.006256051707,4208.259427785608,4282.534727133734,4621.597718023069,4361.654311674197,0.0
4305.896439812487,4009.7352858947347,4272.507313777061,4138.474491642525,4339.6512144873095,4603.330697206382,4088.701975635308,4617.418651097357,4204.11035719269,4229.002145132971,4207.37122279442,4282.414113503128,4620.288194309675,4360.649871185188,0.0
4305.837873208913,4009.4815244045117,4273.551368532326,4138.9819422703495,4339.373915706624,4602.935784849989,4087.9162024451207,4617.435925617643,4204.6630826342225,4228.512874928577,4207.050815747508,4282.843293130728,4619.6234676669055,4360.410823129367,0.0
4306.259356239138,4009.246418278414,4275.000999932105,4139.5771707510285,4339.268024158246,4602.725338011759,4087.397243830171,4617.962348943181,4205.6631369629,4228.550756065912,4207.33224324803,4283.753261664259,4619.638981890744,4360.906841768631,0.0
4307.055942009185,4008.985277591756,4276.616159337135,4140.160758991235,4339.352216271373,4602.702437305165,4087.1328705675355,4618.963902492044,4207.006756906613,4229.05576033846,4208.163436912552,4284.993914938389,4620.269135516135,4362.006284619119,0.0
4308.068674795597,4008.655939506287,4278.1065836901735,4140.622481248744,4339.63543419371,4602.856341739953,4087.0704408431916,4620.345356626874,4208.538468910805,4229.906062120406,4209.4171188158025,4286.357721843081,4621.360245809176,4363.497342865989,0.0
4309.108590118557,4008.2252529594275,4279.173669460805,4140.855277407557,4340.113167991729,4603.162893089359,4087.1259509788883,4621.961402997305,4210.069298089575,4230.9365017303835,4210.91141148852,4287.611072835396,4622.6949286327335,4365.1190956257715,0.0
4309.983920350179,4007.673833124631,4279.553619292412,4140.768728664083,4340.764917360087,4603.586023958135,4087.197272669405,4623.634151960418,4211.399678914274,4231.962322394962,4212.437071773757,4288.528750100252,4624.024321944592,4366.598095137053,0.0
4310.526867727952,4006.9987719693363,4279.055857128378,4140.300424921392,4341.553619502976,4604.080435471179,4087.1797311807495,4625.174831795024,4212.344258892196,4232.804904591568,4213.787472655728,4288.926668519287,4625.103662055105,4367.685550345585,0.0
4310.616506408479,4006.2142973707582,4277.591477372266,4139.423921367427,4342.427500712403,4604.595352043497,4086.98190782246,4626.406942164238,4212.755465840127,4233.316044838139,4214.787209006251,4288.688410422989,4625.72641236978,4368.190265015913,0.0
4310.1949815118505,4005.3505895916132,4275.18795997679,4138.152422074906,4343.324368579803,4605.079078578249,4086.5395530335118,4627.187898498433,4212.542797615465,4233.3976076138915,4215.315508669695,4287.782046777618,4625.752461169619,4368.0031836225735,0.0
4309.275092977484,4004.4510759177333,4271.988323875675,4136.537844753263,4344.177893586066,4605.4839175411,4085.825769801117,4627.426395783413,4211.685293094218,4233.014066131686,4215.321434967488,4286.265152235128,4625.126788532938,4367.110593809503,0.0
4307.938465197959,4003.568547589787,4268.235027532131,4134.66545363106,4344.925022856762,4605.770887382898,4084.856133364832,4627.093295914403,4210.235497731112,4232.196437908995,4214.829053616938,4284.277577554813,4623.886327008203,4365.594564244731,0.0
4306.324676620501,4002.7604147857405,4264.240963107265,4132.644740152404,4345.5134046601215,4605.913648961849,4083.6880854198876,4626.224718753643,4208.314335353654,4231.037278651916,4213.932142075585,4282.0232115341805,4622.15433027381,4363.620863663705,0.0
4304.612824302947,4002.083380149043,4260.351559205558,4130.597634560829,4345.9076344096775,4605.901107401848,4082.4146915938436,4624.9170638086725,4206.097490273945,4229.677571452557,4212.779451645759,4279.743422059292,4620.123213663493,4361.416202193851,0.0
4302.997907064262,4001.5878076140393,4256.903094509999,4128.645407705482,4346.093280742068,4605.738309648126,4081.153582544521,4623.314753522192,4203.795023808586,4228.287389029846,4211.552799035394,4277.6859222338735,4618.028329607262,4359.237963666254,0.0
4301.665030582234,4001.3121114485716,4254.182703647282,4126.895747756604,4346.077992828109,4605.445481525323,4080.032517414736,4621.59241850492,4201.626838767724,4227.0429857808185,4210.441194028298,4276.073330605174,4616.116298831205,4357.340496661917,0.0
4300.7647026408085,4001.277586576934,4252.395198271418,4125.431462507634,4345.889468980957,4605.0553069141815,4079.1734346374587,4619.9339131261795,4199.797139015298,4226.103398903668,4209.6146791074125,4275.075626299948,4614.612186740554,4355.942395828879,0.0
4300.392367286047,4001.484217314772,4251.6407999129315,4124.302071236794,4345.570595555039,4604.608802468527,4078.677035664755,4618.510873902132,4198.471135069304,4225.589653627025,4209.201504815509,4274.79006312135,4613.68990822858,4355.198994195873,0.0
4300.574833044089,4001.9080920741385,4251.906341660592,4123.519230939189,4345.172545825813,4604.150340922274,4078.609860835582,4617.463483752516,4197.756909249404,4225.569277042259,4209.271704158328,4275.231000430246,4613.4497522595375,4355.183535065059,0.0
4301.265432464881,4002.5010647973995,4253.070661042119,4123.056521527996,4344.746969974282,4603.722489552158,4078.995477151828,4616.885707216349,4197.694626208853,4226.048079823012,4209.829145866661,4276.330694086764,4613.905907002208,4355.879300894347,0.0
4302.348694573588,4003.193196155659,4254.923027206178,4122.853633258654,4344.338544287871,4603.361337903445,4079.8108524634604,4616.816586752039,4198.254262257851,4226.970163158983,4210.8128866016095,4277.9505687689425,4614.985475339368,4357.183505336879,0.0
4303.6541346127015,4003.898256297697,4257.191772209018,4122.824503033169,4343.979054758425,4603.092889809602,4080.988313956302,4617.238343746418,4199.341873854123,4228.225983273363,4212.10729375377,4279.901076981567,4616.538891941817,4358.922198832658,0.0
